lanelet_id,way_id,boundary_type,node_id,sequence_order,local_x,local_y,elevation,latitude,longitude
9123,9126,right,1197,6,89623.8707,43155.088,6.5,35.62603121652,139.78109388885
9123,9126,right,1198,7,89625.1528,43153.0821,6.5,35.62601327765,139.78110831896
9123,9126,right,1199,8,89626.0428,43151.6947,6.5,35.62600087042,139.78111833527
9123,9126,right,1200,9,89627.2611,43149.6704,6.5,35.62598275856,139.78113206347
9123,9126,right,1201,10,89628.3364,43147.9277,6.5,35.62596716919,139.78114417427
9123,9126,right,1202,11,89629.2543,43146.3973,6.5,35.62595347601,139.78115451818
9123,9126,right,1203,12,89630.0419,43145.1763,6.5,35.62594255734,139.78116338111
9123,9126,right,1204,13,89631.3545,43143.2051,6.5,35.62592493468,139.78117814318
9123,9126,right,1205,14,89632.0558,43141.8421,6.5,35.62591272631,139.7811860727
9123,9126,right,1206,15,89633.2635,43140.0345,6.5,35.62589656669,139.78119965419
9128,9130,left,1010,1,89639.107,43143.3702,6.5,35.625927289,139.78126371559
9128,9130,left,1011,2,89640.0539,43141.7317,6.5,35.62591262459,139.78127439445
9128,9130,left,1019,3,89640.4955,43140.964,6.5,35.62590575351,139.78127937517
9128,9130,left,24,4,89640.9988,43140.2507,6.5,35.62589937972,139.78128502967
9128,9130,left,466,5,89642.0497,43139.5746,6.5,35.62589340243,139.78129672511
9128,9130,left,465,6,89643.3838,43139.6895,6.5,35.62589458722,139.78131143912
9128,9130,left,1016,7,89643.9278,43140.0376,6.5,35.62589778592,139.78131739777
9128,9130,left,467,8,89644.243,43140.5118,6.5,35.62590209579,139.781320813
9128,9132,right,1206,1,89633.2635,43140.0345,6.5,35.62589656669,139.78119965419
9128,9132,right,1207,2,89634.076,43138.8212,6.5,35.62588572021,139.78120879097
9128,9132,right,1208,3,89635.4402,43136.6839,6.5,35.625866606,139.78122414547
9128,9132,right,23,4,89637.0119,43134.567,6.5,35.62584769886,139.78124178816
9128,9132,right,1209,5,89637.682,43133.8187,6.5,35.6258410282,139.78124928908
9128,9132,right,537,6,89638.6194,43133.1028,6.5,35.62583467946,139.78125973681
9128,9132,right,1210,7,89639.6575,43132.5327,6.5,35.62582965628,139.78127127641
9128,9132,right,536,8,89640.9818,43132.1948,6.5,35.62582675823,139.78128594416
9128,9132,right,538,9,89642.6935,43132.0076,6.5,35.62582526192,139.78130486855
9128,9132,right,55,10,89644.6201,43132.2912,6.5,35.62582803363,139.78132610122
9128,9132,right,540,11,89646.4288,43132.8356,6.5,35.62583314314,139.78134599649
9128,9132,right,539,12,89648.6004,43134.2552,6.5,35.62584618263,139.78136977879
9128,9132,right,541,13,89649.7512,43135.4102,6.5,35.62585672287,139.7813823267
9128,9132,right,56,14,89650.7166,43136.9982,6.5,35.62587114567,139.78139276838
9128,9132,right,543,15,89651.2648,43138.8675,6.5,35.62588805763,139.7813985653
9134,9141,left,467,1,89644.243,43140.5118,6.5,35.62590209579,139.781320813
9134,9141,left,26,2,89644.4062,43141.7313,6.5,35.62591310715,139.78132244804
9134,9141,left,1013,3,89643.5217,43143.4071,6.5,35.62592811478,139.78131245304
9134,9141,left,1020,4,89641.0041,43147.3997,6.5,35.62596382469,139.78128411008
9134,9141,left,1021,5,89639.2145,43150.2198,6.5,35.62598904646,139.78126396533
9134,9141,left,1022,6,89637.7965,43152.4543,6.5,35.62600903087,139.78124800352
9134,9141,left,1023,7,89636.1482,43155.1608,6.5,35.62603324438,139.78122943438
9134,9141,left,1024,8,89633.6975,43159.0956,6.5,35.62606844071,139.78120183789
9134,9141,left,1025,9,89632.1731,43161.4962,6.5,35.62608991052,139.78118467856
9134,9141,left,1026,10,89630.0059,43164.9127,6.5,35.62612046631,139.78116028307
9134,9141,left,1027,11,89628.6271,43166.9955,6.5,35.62613908759,139.78114477477
9134,9141,left,1028,12,89627.6712,43168.5019,6.5,35.62615256018,139.78113401456
9134,9141,left,1029,13,89626.7475,43169.8657,6.5,35.62616475091,139.78112362939
9134,9141,left,28,14,89626.2314,43170.7337,6.5,35.6261725178,139.78111781236
9134,9141,left,1030,15,89625.2216,43171.7142,6.5,35.62618124366,139.781106529
9134,9143,right,543,1,89651.2648,43138.8675,6.5,35.62588805763,139.7813985653
9134,9143,right,542,2,89651.4947,43141.2668,6.5,35.62590971171,139.78140077538
9134,9143,right,544,3,89651.299,43142.4608,6.5,35.62592045312,139.78139845132
9134,9143,right,25,4,89650.8192,43143.8134,6.5,35.62593259248,139.78139296883
9134,9143,right,1211,5,89649.9152,43145.4173,6.5,35.62594694981,139.78138276838
9134,9143,right,1212,6,89649.1198,43146.5621,6.5,35.62595718072,139.78137382978
9134,9143,right,1213,7,89648.1431,43148.3168,6.5,35.6259728893,139.78136280602
9134,9143,right,1214,8,89647.2313,43149.7982,6.5,35.62598614147,139.7813525362
9134,9143,right,1215,9,89646.2195,43151.4535,6.5,35.62600095009,139.78134113849
9134,9143,right,1216,10,89645.2248,43153.1926,6.5,35.62601651603,139.78132991811
9134,9143,right,1217,11,89643.7834,43155.1736,6.5,35.62603421267,139.78131373264
9134,9143,right,1218,12,89642.8271,43156.6122,6.5,35.62604707405,139.78130297733
9134,9143,right,1219,13,89641.4988,43158.7578,6.5,35.6260662671,139.78128801806
9134,9143,right,1220,14,89640.5454,43160.1753,6.5,35.6260789386,139.78127729765
9134,9143,right,1221,15,89639.0668,43162.4467,6.5,35.62609924887,139.78126066169
9134,9143,right,1222,16,89637.8795,43164.2705,6.5,35.62611555681,139.7812473032
9134,9143,right,1223,17,89636.6784,43166.0978,6.5,35.62613189476,139.78123379186
9134,9143,right,1224,18,89634.4376,43169.4958,6.5,35.62616227557,139.78120858629
9134,9143,right,1225,19,89633.5603,43170.4467,6.5,35.62617074942,139.78119876992
9134,9143,right,1226,20,89633.0506,43171.1076,6.5,35.62617665013,139.7811930519
9134,9143,right,1228,21,89632.2352,43172.262,6.5,35.62618696533,139.78118389112
9134,9143,right,1227,22,89631.5884,43173.3537,6.5,35.62619673416,139.78117660043
9134,9143,right,1230,23,89631.2009,43174.1684,6.5,35.62620403495,139.78117221057
9134,9143,right,1229,24,89630.7291,43175.0429,6.5,35.62621186539,139.78116688177
9134,9143,right,27,25,89629.9816,43175.8219,6.5,35.62621880415,139.78115852204
9145,9142,left,1030,1,89625.2216,43171.7142,6.5,35.62618124366,139.781106529
9145,9142,left,470,2,89624.4204,43172.2514,6.5,35.62618599672,139.78109760945
9145,9142,left,1035,3,89623.1116,43172.5858,6.5,35.62618886493,139.78108311324
9145,9142,left,468,4,89622.2369,43172.6977,6.5,35.62618977592,139.78107344038
9145,9142,left,1036,5,89621.159,43172.9555,6.5,35.62619197942,139.78106150401
9145,9142,left,469,6,89620.0666,43173.2895,6.5,35.6261948682,139.78104939713
9145,9142,left,39,7,89618.9163,43173.7253,6.5,35.62619866818,139.78103663704
9145,9142,left,1037,8,89618.1549,43174.1703,6.5,35.62620259454,139.78102816953
9145,9142,left,1039,9,89617.2125,43174.8405,6.5,35.62620853074,139.78101767279
9145,9142,left,1038,10,89616.3277,43176.0388,6.5,35.6262192339,139.78100773973
9145,9142,left,473,11,89615.8315,43176.9419,6.5,35.62622731942,139.7810021376
9145,9142,left,30,12,89615.5061,43178.1937,6.5,35.62623856736,139.78099837355
9145,9142,left,475,13,89615.211,43179.6199,6.5,35.62625139081,139.78099492018
9145,9142,left,1043,14,89614.9631,43180.8934,6.5,35.62626284303,139.78099200883
9145,9142,left,474,15,89615.1214,43182.0483,6.5,35.62627327151,139.78099359857
9145,9142,left,1045,16,89615.2238,43183.075,6.5,35.6262825381,139.78099458866
9145,9142,left,476,17,89615.4236,43184.2022,6.5,35.62629272152,139.7809966404
9145,9142,left,1046,18,89615.8862,43185.0883,6.5,35.62630076092,139.7810016267
9145,9142,left,40,19,89616.6346,43186.1062,6.5,35.62631002036,139.78100975049
9145,9142,left,478,20,89618.559,43187.7891,6.5,35.62632540581,139.7810307675
9145,9142,left,477,21,89621.1338,43189.7129,6.5,35.62634303551,139.78105893263
9145,9142,left,2250,22,89621.2873,43189.8181,6.5,35.62634400098,139.78106061302
9145,9144,right,27,1,89629.9816,43175.8219,6.5,35.62621880415,139.78115852204
9145,9144,right,1231,2,89629.1185,43176.5069,6.5,35.62622488263,139.78114889882
9145,9144,right,547,3,89628.2214,43176.7419,6.5,35.6262269008,139.78113896179
9145,9144,right,1232,4,89627.2854,43176.766,6.5,35.62622701348,139.78112862412
9145,9144,right,545,5,89625.8814,43176.7497,6.5,35.62622670969,139.78111312479
9145,9144,right,546,6,89624.4684,43177.2022,6.5,35.62623063087,139.78109746195
9145,9144,right,29,7,89623.2461,43178.4697,6.5,35.62624192013,139.78108379309
9145,9144,right,1235,8,89622.9728,43179.1921,6.5,35.62624840164,139.78108067673
9145,9144,right,549,9,89622.9749,43180.3974,6.5,35.62625926701,139.78108053498
9145,9144,right,1237,10,89623.5815,43181.9065,6.5,35.6262729385,139.78108702595
9145,9144,right,548,11,89624.2271,43182.3886,6.5,35.6262773565,139.78109408805
9145,9144,right,1239,12,89625.0005,43182.8473,6.5,35.62628157784,139.78110256439
9145,9144,right,2251,13,89625.5691,43183.2153,6.5,35.62628495869,139.78110879195
9151,9153,left,45,1,89670.4846,43174.9868,6.5,35.62621580025,139.78160582969
9151,9153,left,1095,2,89672.1248,43174.7032,6.5,35.62621342692,139.78162397792
9151,9153,left,1096,3,89673.3198,43174.2896,6.5,35.62620983199,139.78163722848
9151,9153,left,515,4,89674.6563,43173.7688,6.5,35.62620528651,139.781652056
9151,9153,left,1097,5,89675.5438,43172.8683,6.5,35.62619726809,139.78166197805
9151,9153,left,1098,6,89676.0763,43172.0263,6.5,35.62618973738,139.78166797255
9151,9153,left,513,7,89676.8209,43170.8638,6.5,35.62617934122,139.78167635267
9151,9153,left,517,8,89678.3134,43168.6208,6.5,35.62615928845,139.78169313813
9151,9153,left,512,9,89679.5421,43166.7244,6.5,35.62614233063,139.78170696357
9151,9153,left,1100,10,89680.0287,43165.8671,6.5,35.62613465687,139.78171245336
9151,9153,left,514,11,89680.5082,43165.0225,6.5,35.6261270968,139.78171786303
9151,9153,left,1099,12,89681.2179,43164.2844,6.5,35.62612052247,139.78172579977
9151,9153,left,516,13,89681.8259,43163.652,6.5,35.62611488962,139.78173259918
9151,9153,left,1101,14,89682.4867,43163.0481,6.5,35.62610951957,139.78173997765
9151,9153,left,1102,15,89683.2816,43162.3216,6.5,35.62610305933,139.78174885349
9151,9153,left,46,16,89684.2044,43161.314,6.5,35.6260940794,139.78175917991
9151,9153,left,1105,17,89683.7048,43157.8072,6.5,35.6260624117,139.78175414344
9151,9153,left,518,18,89683.0701,43154.007,6.5,35.62602808407,139.78174765548
9151,9153,left,520,19,89682.8347,43152.2419,6.5,35.62601214635,139.78174529784
9151,9153,left,1106,20,89682.2932,43150.9922,6.5,35.62600082051,139.78173949007
9151,9153,left,52,21,89681.8206,43150.0873,6.5,35.62599261055,139.78173439587
9151,9153,left,1107,22,89680.9112,43148.7894,6.5,35.62598080913,139.78172453273
9151,9153,left,522,23,89680.0499,43147.6771,6.5,35.62597068617,139.78171517528
9151,9153,left,1108,24,89679.0699,43146.9667,6.5,35.62596417286,139.78170445229
9151,9153,left,521,25,89677.4351,43146.0771,6.5,35.62595597104,139.7816865242
9151,9153,left,53,26,89675.9032,43144.9979,6.5,35.62594607157,139.78166975817
9151,9153,left,523,27,89674.0053,43143.8322,6.5,35.62593535147,139.78164896297
9151,9153,left,1109,28,89673.444,43143.4224,6.5,35.62593159466,139.78164282173
9151,9153,left,54,29,89672.756,43143.0433,6.5,35.62592810045,139.78163527741
9151,9153,left,526,30,89671.2396,43142.7811,6.5,35.62592556751,139.78161857077
9151,9153,left,1110,31,89669.7397,43142.8532,6.5,35.62592604995,139.78160200057
9151,9153,left,524,32,89667.9486,43143.1366,6.5,35.62592840463,139.78158218635
9151,9153,left,525,33,89665.1887,43143.5675,6.5,35.62593198073,139.78155165548
9151,9153,left,34,34,89663.6775,43143.8038,6.5,35.62593394208,139.78153493806
9151,9155,right,1292,1,89669.7514,43167.946,6.5,35.62615224935,139.7815986975
9151,9155,right,1289,2,89670.6436,43167.6556,6.5,35.62614973118,139.78160858799
9151,9155,right,1293,3,89671.2798,43166.8853,6.5,35.62614285839,139.78161571762
9151,9155,right,579,4,89671.6148,43166.3055,6.5,35.62613766922,139.78161949566
9151,9155,right,1300,5,89671.7525,43165.6491,6.5,35.6261317675,139.78162110579
9151,9155,right,1301,6,89671.9593,43165.0588,6.5,35.62612646936,139.7816234698
9151,9155,right,1302,7,89672.5099,43164.0952,6.5,35.62611784451,139.78162968077
9151,9155,right,581,8,89673.3494,43162.9882,6.5,35.62610795926,139.78163910109
9151,9155,right,1303,9,89673.9186,43162.0332,6.5,35.62609941401,139.78164551624
9151,9155,right,1304,10,89674.7447,43160.797,6.5,35.62608836258,139.78165480627
9151,9155,right,580,11,89675.4283,43159.6614,6.5,35.6260782021,139.78166250921
9151,9155,right,1305,12,89675.9499,43158.9632,6.5,35.62607196645,139.78166836368
9151,9155,right,1306,13,89676.8708,43157.6753,6.5,35.62606045956,139.78167870746
9151,9155,right,68,14,89677.318,43156.4384,6.5,35.62604935951,139.78168381416
9151,9155,right,1307,15,89677.1861,43155.6133,6.5,35.62604190695,139.78168247071
9151,9155,right,1314,16,89676.5794,43154.4365,6.5,35.62603123098,139.78167593311
9151,9155,right,584,17,89676.2679,43154.0152,6.5,35.6260273984,139.78167255147
9151,9155,right,1309,18,89675.5466,43153.5787,6.5,35.62602338304,139.78166464732
9151,9155,right,1315,19,89674.8917,43153.1823,6.5,35.62601973658,139.78165747081
9151,9155,right,582,20,89674.0935,43152.6992,6.5,35.62601529255,139.78164872398
9151,9155,right,1310,21,89673.0694,43151.9429,6.5,35.62600836055,139.78163752037
9151,9155,right,583,22,89672.1663,43151.2759,6.5,35.62600224705,139.78162764051
9151,9155,right,1311,23,89670.8395,43150.7692,6.5,35.62599753126,139.78161306066
9151,9155,right,33,24,89669.79,43150.4041,6.5,35.62599412287,139.78160152311
9151,9155,right,1312,25,89668.7183,43150.1087,6.5,35.62599134031,139.78158973091
9151,9155,right,586,26,89667.5324,43150.2179,6.5,35.62599219225,139.78157662249
9151,9155,right,1316,27,89666.2977,43150.4528,6.5,35.62599417186,139.78156295808
9151,9155,right,585,28,89665.3352,43150.6776,6.5,35.62599609082,139.78155230041
9151,9155,right,1317,29,89664.4627,43150.9216,6.5,35.62599819291,139.78154263379
9157,9159,left,34,1,89663.6775,43143.8038,6.5,35.62593394208,139.78153493806
9157,9159,left,1114,2,89663.1296,43143.8912,6.5,35.62593466875,139.78152887677
9157,9159,left,1113,3,89661.7551,43143.9662,6.5,35.62593519133,139.78151369071
9157,9159,left,1111,4,89660.6921,43143.5861,6.5,35.62593164621,139.78150200617
9157,9159,left,1112,5,89660.0023,43142.8106,6.5,35.62592457845,139.7814944962
9157,9159,left,36,6,89659.7516,43142.2478,6.5,35.62591947711,139.78149180523
9157,9161,right,1317,1,89664.4627,43150.9216,6.5,35.62599819291,139.78154263379
9157,9161,right,587,2,89663.4154,43151.1176,6.5,35.62599984277,139.78153104377
9157,9161,right,1318,3,89662.4436,43151.275,6.5,35.62600115312,139.78152029263
9157,9161,right,69,4,89661.4996,43151.3004,6.5,35.62600127665,139.78150986649
9157,9161,right,1319,5,89660.4017,43151.0475,6.5,35.62599887428,139.78149777921
9157,9161,right,590,6,89659.3241,43150.3921,6.5,35.62599284585,139.78148597112
9157,9161,right,588,7,89657.9082,43149.5466,6.5,35.62598506598,139.78147045388
9157,9161,right,589,8,89656.3941,43148.5535,6.5,35.62597594461,139.78145387261
9157,9161,right,70,9,89655.1571,43147.332,6.5,35.62596479528,139.78144038204
9163,9160,left,36,1,89659.7516,43142.2478,6.5,35.62591947711,139.78149180523
9163,9160,left,1154,2,89659.3509,43140.5404,6.5,35.62590404107,139.78148761468
9163,9160,left,532,3,89659.1412,43138.9532,6.5,35.62588970989,139.78148551651
9163,9160,left,1155,4,89659.1388,43137.3481,6.5,35.62587524051,139.78148570958
9163,9160,left,530,5,89659.2436,43135.4418,6.5,35.62585806795,139.78148712744
9163,9160,left,1156,6,89659.5928,43133.7704,6.5,35.62584304018,139.78149121158
9163,9160,left,531,7,89659.8483,43132.6161,6.5,35.62583266332,139.78149419044
9163,9160,left,1157,8,89660.2186,43130.774,6.5,35.62581609914,139.78149853089
9163,9160,left,11,9,89660.3701,43128.8083,6.5,35.62579839633,139.78150047248
9163,9162,right,70,1,89655.1571,43147.332,6.5,35.62596479528,139.78144038204
9163,9162,right,1321,2,89654.5099,43146.3878,6.5,35.62595621154,139.7814333655
9163,9162,right,591,3,89654.0865,43145.5133,6.5,35.6259482811,139.78142881039
9163,9162,right,1320,4,89653.566,43144.2369,6.5,35.62593671691,139.78142323819
9163,9162,right,35,5,89653.3098,43142.7365,6.5,35.625923163,139.78142061475
9163,9162,right,1163,6,89653.3844,43141.4091,6.5,35.62591120553,139.78142162
9163,9162,right,1162,7,89653.504,43139.2814,6.5,35.62589203882,139.78142323157
9163,9162,right,1161,8,89653.5877,43137.7922,6.5,35.62587862384,139.78142435942
9163,9162,right,1160,9,89653.6814,43136.1246,6.5,35.62586360179,139.78142562209
9163,9162,right,1159,10,89653.7921,43134.1555,6.5,35.62584586377,139.7814271137
9163,9162,right,1158,11,89653.8967,43132.294,6.5,35.62582909504,139.78142852323
9163,9162,right,8,12,89653.9564,43131.2322,6.5,35.62581953015,139.78142932763
9169,9166,left,1128,1,89646.905,43116.9241,6.5,35.62568976273,139.78135343103
9169,9166,left,1132,2,89644.8733,43117.4979,6.5,35.62569470828,139.78133092068
9169,9166,left,1129,3,89641.9709,43118.1512,6.5,35.62570027323,139.78129878613
9169,9166,left,1131,4,89640.2995,43118.6342,6.5,35.62570444051,139.78128026625
9169,9166,left,1133,5,89638.758,43118.824,6.5,35.62570597926,139.7812632207
9169,9166,left,1130,6,89636.5698,43119.4091,6.5,35.62571100918,139.78123898089
9169,9166,left,1134,7,89634.7101,43120.1619,6.5,35.62571758752,139.78121834508
9169,9166,left,18,8,89633.442,43121.0013,6.5,35.6257250126,139.78120422924
9169,9166,left,1135,9,89632.1859,43122.15,6.5,35.62573522718,139.78119020355
9169,9166,left,1136,10,89631.0758,43123.4905,6.5,35.62574718706,139.7811777636
9169,9168,right,1324,1,89647.5372,43124.4318,6.5,35.62575751121,139.78135938398
9169,9168,right,1169,2,89646.6225,43124.6077,6.5,35.62575899469,139.78134926078
9169,9168,right,1172,3,89644.7728,43125.0822,6.5,35.62576306544,139.78132877345
9169,9168,right,1170,4,89641.9357,43125.6526,6.5,35.62576789037,139.78129737118
9169,9168,right,1171,5,89639.9908,43126.131,6.5,35.62577198564,139.78127583222
9169,9168,right,17,6,89638.2856,43126.8253,6.5,35.62577805389,139.78125691023
9169,9168,right,1173,7,89636.975,43128.0381,6.5,35.62578884023,139.78124227404
9177,9176,left,9174,1,89685.2912,43159.7911,6.5,35.62608047263,139.78177138752
9177,9176,left,9175,2,89686.2242,43158.5439,6.5,35.62606933397,139.78178185932
9177,9176,left,9179,3,89686.7411,43156.7026,6.5,35.62605279336,139.78178781822
9177,9176,left,9184,4,89686.5762,43155.0314,6.5,35.62603770998,139.78178622612
9177,9176,left,9185,5,89686.3893,43153.1375,6.5,35.62602061662,139.78178442158
9177,9176,left,9186,6,89685.9003,43151.7206,6.5,35.62600778942,139.78177921632
9177,9176,left,9187,7,89685.3662,43149.8159,6.5,35.62599055994,139.78177357984
9177,9176,left,9188,8,89686.4881,43147.8354,6.5,35.62597283207,139.78178623755
9177,9176,left,9181,9,89687.3596,43146.6986,6.5,35.62596268174,139.78179601522
9177,9176,left,9189,10,89688.4529,43144.9547,6.5,35.62594708349,139.78180832479
9177,9176,left,9190,11,89688.8746,43143.5639,6.5,35.62593459326,139.78181317097
9177,9176,left,9183,12,89686.9037,43138.6231,6.5,35.62588983454,139.78179208605
9177,9173,right,9171,1,89683.6984,43154.4798,6.5,35.62603241626,139.78175452786
9177,9173,right,9172,2,89683.2784,43152.6906,6.5,35.62601624069,139.78175013535
9177,9173,right,9192,3,89682.3404,43148.3881,6.5,35.62597735122,139.78174036736
9177,9173,right,9178,4,89681.8004,43146.7605,6.5,35.62596261898,139.78173462784
9747,9746,left,9744,1,89685.115,43137.5162,6.5,35.62587965671,139.78177248849
9747,9746,left,9756,2,89670.6965,43128.0733,6.5,35.62579292396,139.78161458616
9747,9746,left,9758,3,89667.22,43124.9136,6.5,35.62576405272,139.78157663454
9747,9746,left,9754,4,89666.4998,43123.069,6.5,35.62574734421,139.78156893517
9747,9746,left,9748,5,89655.1096,43115.348,6.5,35.62567647144,139.78144423298
9747,9746,left,9745,6,89653.4867,43115.2117,6.5,35.62567506151,139.78142633332
9747,9743,right,9741,1,89679.1874,43144.5944,6.5,35.62594280098,139.78170607407
9747,9743,right,9753,2,89661.8653,43133.4499,6.5,35.62584040485,139.78151634597
9747,9743,right,9752,3,89662.0839,43125.1426,6.5,35.62576554343,139.78151989588
9747,9743,right,9751,4,89661.629,43123.1887,6.5,35.62574787926,139.78151514063
9747,9743,right,9750,5,89659.7921,43121.5295,6.5,35.62573271731,139.78149508651
9747,9743,right,9742,6,89654.9807,43118.5431,6.5,35.62570525915,139.78144237273
9762,9749,left,9745,1,89653.4867,43115.2117,6.5,35.62567506151,139.78142633332
9762,9749,left,1126,2,89649.6781,43116.3096,6.5,35.62568453309,139.78138413267
9762,9755,right,9742,1,89654.9807,43118.5431,6.5,35.62570525915,139.78144237273
9762,9755,right,1122,2,89654.7163,43118.8023,6.5,35.62570756617,139.78143941805
9763,9761,left,9183,1,89686.9037,43138.6231,6.5,35.62588983454,139.78179208605
9763,9761,left,9744,2,89685.115,43137.5162,6.5,35.62587965671,139.78177248849
9763,9760,right,9178,1,89681.8004,43146.7605,6.5,35.62596261898,139.78173462784
9763,9760,right,9741,2,89679.1874,43144.5944,6.5,35.62594280098,139.78170607407
9766,9764,left,46,1,89684.2044,43161.314,6.5,35.6260940794,139.78175917991
9766,9764,left,9174,2,89685.2912,43159.7911,6.5,35.62608047263,139.78177138752
9766,9765,right,1105,1,89683.7048,43157.8072,6.5,35.6260624117,139.78175414344
9766,9765,right,9839,2,89684.0356,43156.99,6.5,35.62605508202,139.78175790756
9766,9765,right,9171,3,89683.6984,43154.4798,6.5,35.62603241626,139.78175452786
